site,year,j_date,n_species,n_butts,n_monarch,hours
"Camel's Hump, VT._-72.85_44.43",1989,186,14,334,0,7.5
"Camel's Hump, VT._-72.85_44.43",1990,185,13,172,1,9.5
"Camel's Hump, VT._-72.85_44.43",1991,182,16,172,5,9
"Camel's Hump, VT._-72.85_44.43",1992,187,12,154,0,4.75
"Camel's Hump, VT._-72.85_44.43",1993,186,16,200,0,5.5
"Cameron Parish, LA._-93.58_29.75",1992,200,21,367,0,7
"Cameron Parish, LA._-93.58_29.75",1993,205,8,85,0,6
"Cameron Parish, LA._-93.58_29.75",1994,211,17,263,0,7.5
"Cameron Parish, LA._-93.58_29.75",1995,204,26,241,3,7
"Cameron Parish, LA._-93.58_29.75",1996,203,19,254,0,6.5
"Cameron Parish, LA._-93.58_29.75",1997,201,24,371,1,4.5
"Cameron Parish, LA._-93.58_29.75",1998,207,19,178,0,5.5
"Cameron Parish, LA._-93.58_29.75",1999,206,21,150,0,4.5
"Cameron Parish, LA._-93.58_29.75",2000,205,17,417,0,4
"Cameron Parish, LA._-93.58_29.75",2001,242,32,271,0,6.5
"Cameron Parish, LA._-93.58_29.75",2002,215,37,206,1,6
"Cameron Parish, LA._-93.58_29.75",2003,234,24,120,0,4
"Cameron Parish, LA._-93.58_29.75",2006,212,15,99,1,5
"Camillus, NY._-76.22_43.07",1990,183,18,202,0,5
"Camp Dundurn, SK, Canada._-106.55_51.9",1993,204,10,84,0,7.3
"Camp Dundurn, SK, Canada._-106.55_51.9",1994,198,22,588,0,9.2
"Camp Dundurn, SK, Canada._-106.55_51.9",1995,163,26,474,0,11
"Camp Dundurn, SK, Canada._-106.55_51.9",1996,164,25,598,0,11
"Camp Dundurn, SK, Canada._-106.55_51.9",1997,162,28,556,0,10.6
"Camp Dundurn, SK, Canada._-106.55_51.9",1998,161,25,163,0,12.9
"Camp Dundurn, SK, Canada._-106.55_51.9",1999,161,26,432,0,12.2
"Camp Dundurn, SK, Canada._-106.55_51.9",2000,159,24,436,0,4.3
"Camp Dundurn, SK, Canada._-106.55_51.9",2001,159,15,150,0,5.7
"Camp Dundurn, SK, Canada._-106.55_51.9",2002,164,14,123,0,4.2
"Camp Dundurn, SK, Canada._-106.55_51.9",2003,164,18,173,0,3.8
"Camp Dundurn, SK, Canada._-106.55_51.9",2004,161,13,126,0,4.3
"Camp Dundurn, SK, Canada._-106.55_51.9",2005,164,13,119,0,3.8
"Campbell County, TN._-84.25_36.37",2004,207,30,237,0,8.25
"Campbell County, TN._-84.25_36.37",2005,204,30,279,1,9
Campestre Las Calandrias_-98.2511_18.5233,2016,267,21,270,0,6
"Canaan Valley, WV._-79.425_39.0667",2001,196,30,385,7,6
"Canaan Valley, WV._-79.425_39.0667",2002,195,15,69,0,4
"Canaan Valley, WV._-79.425_39.0667",2003,194,27,286,8,6.75
"Canaan Valley, WV._-79.425_39.0667",2005,204,32,754,20,7
"Canaan Valley, WV._-79.425_39.0667",2009,207,22,162,21,6
"Cape May, NJ._-74.8667_39.0167",1991,187,44,2189,68,37.5
"Cape May, NJ._-74.8667_39.0167",1992,180,36,1268,4,21.5
"Cape May, NJ._-74.8667_39.0167",1993,171,39,2063,17,23
"Cape May, NJ._-74.8667_39.0167",1994,171,40,2488,22,38
"Cape May, NJ._-74.8667_39.0167",1995,176,41,2696,18,35
"Cape May, NJ._-74.8667_39.0167",1996,174,37,6380,10,33
"Cape May, NJ._-74.8667_39.0167",1997,155,34,832,33,18
"Cape May, NJ._-74.8667_39.0167",1998,193,47,3612,108,49
"Cape May, NJ._-74.8667_39.0167",1999,192,46,2420,145,47
"Cape May, NJ._-74.8667_39.0167",2000,191,46,6925,100,60
"Cape May, NJ._-74.8667_39.0167",2001,208,43,2206,21,37.5
"Cape May, NJ._-74.8667_39.0167",2002,177,45,2516,8,34
"Cape May, NJ._-74.8667_39.0167",2003,177,39,3217,8,44.5
"Cape May, NJ._-74.8667_39.0167",2004,211,46,2124,13,58.25
"Cape May, NJ._-74.8667_39.0167",2005,209,42,1649,108,43.5
"Cape May, NJ._-74.8667_39.0167",2006,208,48,2208,179,61
"Cape May, NJ._-74.8667_39.0167",2007,207,49,2988,96,75.5
"Cape May, NJ._-74.8667_39.0167",2008,184,43,3470,106,46.5
"Cape May, NJ._-74.8667_39.0167",2009,189,47,2379,75,61
"Cape May, NJ._-74.8667_39.0167",2010,203,49,3209,97,64
"Cape May, NJ._-74.8667_39.0167",2011,215,46,1568,157,36
