site,year,j_date,n_species,n_butts,n_monarch,hours
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",1994,199,48,362,1,9.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",1995,189,58,800,5,24.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",1996,188,68,1224,11,26.75
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",1997,186,57,557,9,26.75
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",1998,192,64,1887,9,22.25
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",1999,191,59,1793,8,27.25
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2000,190,66,843,1,26.75
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2001,188,61,1833,5,27.75
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2002,187,55,514,1,22.75
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2003,186,55,936,3,25.25
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2004,192,65,1087,3,26.25
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2005,190,65,1157,12,28.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2006,189,58,1109,7,26
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2007,189,64,1374,4,27
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2008,194,65,1356,21,25.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2009,192,55,686,5,27.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2010,191,62,1303,3,22.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2011,190,52,617,4,26
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2012,189,60,1129,5,27
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2013,187,52,1148,5,24.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2014,186,49,705,10,25
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2015,192,57,1429,5,26.5
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2016,191,55,905,0,23
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2017,189,62,782,10,25
"Noxubee National Wildlife Refuge, MS._-88.7929_33.2783",2018,188,52,657,5,27
O'Neill Regional Park_-117.6022_33.6508,2007,174,4,6,0,2.5
O'Neill Regional Park_-117.6022_33.6508,2009,186,18,80,1,4
O'Neill Regional Park_-117.6022_33.6508,2013,173,24,159,0,7
O'Neill Regional Park_-117.6022_33.6508,2014,172,19,179,2,6.5
"Oak Creek, WA._-120.97_46.7",1993,199,27,673,0,35
"Oak Creek, WA._-120.97_46.7",1994,177,34,394,0,16
"Oak Creek, WA._-120.97_46.7",1995,183,36,197,0,9
Oak Openings Area_-83.8444_41.5839,2012,189,53,1052,8,21
Oak Openings Area_-83.8444_41.5839,2013,194,44,713,1,20
Oak Openings Area_-83.8444_41.5839,2014,193,54,1362,18,21
Oak Openings Area_-83.8444_41.5839,2015,192,50,1185,5,28
Oak Openings Area_-83.8444_41.5839,2016,191,50,1205,3,18
Oak Openings Area_-83.8444_41.5839,2017,196,53,878,35,20
Oak Openings Area_-83.8444_41.5839,2018,195,51,1093,98,28
Oaky Woods_-83.5734_32.4634,2017,195,38,211,0,6
Oaky Woods_-83.5734_32.4634,2017,272,33,560,4,7.5
Oaky Woods_-83.5734_32.4634,2018,110,33,254,3,8
"Ocala National Forest - North, FL._-81.75_29.38",2003,207,33,1816,0,7
"Ocala National Forest - North, FL._-81.75_29.38",2005,185,28,365,0,5
"Ocala National Forest - North, FL._-81.75_29.38",2006,238,29,315,3,8
"Ocala National Forest - North, FL._-81.75_29.38",2007,237,35,384,0,7
"Occoquan Bay, VA._-77.2404_38.6392",2001,188,30,285,1,12
"Occoquan Bay, VA._-77.2404_38.6392",2002,187,25,180,1,4.5
"Occoquan Bay, VA._-77.2404_38.6392",2003,179,25,153,1,9
"Occoquan Bay, VA._-77.2404_38.6392",2004,178,36,696,7,18
"Occoquan Bay, VA._-77.2404_38.6392",2005,176,19,112,4,17
"Occoquan Bay, VA._-77.2404_38.6392",2006,175,34,297,5,10.5
"Occoquan Bay, VA._-77.2404_38.6392",2007,181,36,578,7,20.5
"Occoquan Bay, VA._-77.2404_38.6392",2008,180,35,525,4,21
"Occoquan Bay, VA._-77.2404_38.6392",2009,178,37,445,5,16
"Occoquan Bay, VA._-77.2404_38.6392",2010,177,35,605,4,18.5
"Occoquan Bay, VA._-77.2404_38.6392",2011,183,33,430,13,16
"Occoquan Bay, VA._-77.2404_38.6392",2012,188,43,533,5,13
"Occoquan Bay, VA._-77.2404_38.6392",2013,210,44,1022,1,19.5
"Occoquan Bay, VA._-77.2404_38.6392",2014,179,34,412,7,17.5
"Occoquan Bay, VA._-77.2404_38.6392",2015,176,37,1264,14,18.5
"Occoquan Bay, VA._-77.2404_38.6392",2016,177,37,703,7,22
"Occoquan Bay, VA._-77.2404_38.6392",2017,182,42,926,7,19
"Occoquan Bay, VA._-77.2404_38.6392",2018,181,37,649,36,22
"Ochoco, OR._-120.2667_44.3667",1991,192,40,771,0,6
"Ochoco, OR._-120.2667_44.3667",1992,174,39,1057,0,8
"Ochoco, OR._-120.2667_44.3667",1993,170,33,386,0,8
"Ochoco, OR._-120.2667_44.3667",1994,176,50,640,2,14
"Ochoco, OR._-120.2667_44.3667",1995,175,37,731,0,16
"Ochoco, OR._-120.2667_44.3667",1996,174,55,789,0,16
"Ochoco, OR._-120.2667_44.3667",1997,179,52,695,2,11
"Ochoco, OR._-120.2667_44.3667",1998,178,45,724,0,14
"Ochoco, OR._-120.2667_44.3667",1999,177,45,1224,0,14
"Ochoco, OR._-120.2667_44.3667",2000,176,57,1568,1,14
"Ochoco, OR._-120.2667_44.3667",2001,174,52,627,0,13
"Ochoco, OR._-120.2667_44.3667",2002,180,47,230,0,14
"Ochoco, OR._-120.2667_44.3667",2003,177,45,305,0,13
"Ochoco, OR._-120.2667_44.3667",2004,178,53,292,0,13
"Ochoco, OR._-120.2667_44.3667",2007,181,32,354,0,9
"Ochoco, OR._-120.2667_44.3667",2008,173,11,18,0,6
"Ochoco, OR._-120.2667_44.3667",2009,178,46,344,0,13
"Ochoco, OR._-120.2667_44.3667",2010,177,34,331,1,8.5
"Ochoco, OR._-120.2667_44.3667",2011,176,34,1270,0,17
"Ochoco, OR._-120.2667_44.3667",2012,182,37,342,0,17
"Ochoco, OR._-120.2667_44.3667",2013,177,18,121,0,16
"Ochoco, OR._-120.2667_44.3667",2014,179,41,310,0,16
"Ochoco, OR._-120.2667_44.3667",2015,177,46,378,0,13
"Ochoco, OR._-120.2667_44.3667",2016,174,51,1095,1,16
"Ochoco, OR._-120.2667_44.3667",2017,180,46,755,0,14
"Ochoco, OR._-120.2667_44.3667",2018,179,42,1095,0,10
"Ocoee, TN._-84.5755_35.1556",2001,189,38,288,0,6
"Ocoee, TN._-84.5755_35.1556",2002,180,43,434,0,10.5
"Ocoee, TN._-84.5755_35.1556",2003,186,53,1096,0,9.5
"Ocoee, TN._-84.5755_35.1556",2004,199,53,709,1,10
"Ocoee, TN._-84.5755_35.1556",2008,201,52,1136,1,10.5
"Ocoee, TN._-84.5755_35.1556",2010,192,44,438,1,9
"Ocoee, TN._-84.5755_35.1556",2011,197,34,331,0,7
"Ocoee, TN._-84.5755_35.1556",2012,203,45,518,1,14
"Ocoee, TN._-84.5755_35.1556",2013,222,43,313,0,12
"Ocoee, TN._-84.5755_35.1556",2014,207,39,507,0,12
"Ocoee, TN._-84.5755_35.1556",2015,199,47,943,1,13
"Ocoee, TN._-84.5755_35.1556",2016,205,36,422,0,16
"Ocoee, TN._-84.5755_35.1556",2017,203,46,1063,0,17
"Ocracoke, NC._-75.88_35.15",1992,197,15,65,0,4
"Ocracoke, NC._-75.88_35.15",1993,195,11,118,1,5.5
"Ocracoke, NC._-75.88_35.15",1994,197,16,143,0,4.5
"Ocracoke, NC._-75.88_35.15",1995,187,13,48,0,5
"Ocracoke, NC._-75.88_35.15",1996,186,22,113,2,6
"Ocracoke, NC._-75.88_35.15",1997,207,10,32,1,3.25
"Ocracoke, NC._-75.88_35.15",1998,199,10,19,0,5
"Ocracoke, NC._-75.88_35.15",1999,200,9,21,0,3.5
"Ohio River Islands, WV._-81.22_39.4",1997,185,15,81,13,12
"Okeechobee, FL._-80.8282_27.2898",2005,198,59,1044,2,9
"Okeechobee, FL._-80.8282_27.2898",2006,197,57,722,3,11.5
"Okeechobee, FL._-80.8282_27.2898",2007,196,56,1115,11,13
"Okeechobee, FL._-80.8282_27.2898",2008,195,51,592,10,11
"Okeechobee, FL._-80.8282_27.2898",2009,193,61,1228,10,14
"Okeechobee, FL._-80.8282_27.2898",2010,192,47,510,12,12
"Okeechobee, FL._-80.8282_27.2898",2011,191,44,503,5,13
"Okeechobee, FL._-80.8282_27.2898",2012,197,55,1260,7,12.5
"Okeechobee, FL._-80.8282_27.2898",2013,195,58,1147,12,17
"Okeechobee, FL._-80.8282_27.2898",2014,194,55,1039,8,15
"Okeechobee, FL._-80.8282_27.2898",2015,193,50,687,7,11.5
"Okeechobee, FL._-80.8282_27.2898",2016,192,52,457,5,9
"Okeechobee, FL._-80.8282_27.2898",2017,190,48,823,9,10.5
"Okeechobee, FL._-80.8282_27.2898",2018,189,45,630,6,11
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1992,242,22,317,0,5.5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1993,240,18,140,1,7.5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1994,239,27,198,1,5.5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1995,238,15,76,0,3
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1996,244,23,294,0,4.5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1997,235,19,238,0,5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1998,241,28,578,0,5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",1999,233,25,147,1,5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",2000,232,29,185,0,6
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",2001,230,21,185,0,6
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",2002,236,23,405,0,6
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",2003,235,28,264,0,6
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",2005,232,27,443,0,6.5
"Okefenokee National Wildlife Refuge, GA._-82.02_30.85",2006,231,19,86,0,6
Oldham Co._-85.5_38.35,1986,172,43,677,4,20
Oldham Co._-85.5_38.35,1987,185,25,215,0,3
Oldham Co._-85.5_38.35,1988,205,23,352,2,4
Oldham Co._-85.5_38.35,1989,168,33,411,0,14
Oldham Co._-85.5_38.35,1990,173,42,3279,5,30
Oldham Co._-85.5_38.35,1991,173,44,1941,0,60
Oldham Co._-85.5_38.35,1992,186,46,1218,5,10
Oldham Co._-85.5_38.35,1993,198,41,4317,13,40
Oldham Co._-85.5_38.35,1994,191,36,1276,19,33
Oldham Co._-85.5_38.35,2003,186,31,917,0,12
Oldham Co._-85.5_38.35,2008,187,37,2042,2,15
Oldham Co._-85.5_38.35,2009,178,42,2099,0,15
"Olivet, MI._-84.9286_42.4628",1993,198,17,173,0,4.25
"Olivet, MI._-84.9286_42.4628",1994,197,29,131,5,5
"Olivet, MI._-84.9286_42.4628",1995,205,20,51,1,5
"Olivet, MI._-84.9286_42.4628",1996,218,24,165,4,6
"Olivet, MI._-84.9286_42.4628",1997,213,19,104,14,5.5
"Olivet, MI._-84.9286_42.4628",1998,215,16,90,0,6.5
"Olivet, MI._-84.9286_42.4628",1999,207,21,171,12,4.75
"Olivet, MI._-84.9286_42.4628",2000,197,26,106,2,5.25
"Olivet, MI._-84.9286_42.4628",2001,191,21,194,0,5.75
"Olivet, MI._-84.9286_42.4628",2002,192,19,62,0,6.25
"Olivet, MI._-84.9286_42.4628",2003,190,26,171,4,6.25
"Olivet, MI._-84.9286_42.4628",2004,187,20,88,0,6.5
"Olivet, MI._-84.9286_42.4628",2005,187,21,86,0,6.5
"Olivet, MI._-84.9286_42.4628",2006,187,18,65,1,7.5
"Olivet, MI._-84.9286_42.4628",2007,186,24,81,6,6.5
"Olivet, MI._-84.9286_42.4628",2008,204,20,91,8,6.5
"Olivet, MI._-84.9286_42.4628",2009,195,22,73,2,7
"Olivet, MI._-84.9286_42.4628",2010,195,26,128,13,7.5
"Olivet, MI._-84.9286_42.4628",2011,194,24,83,5,8
"Olivet, MI._-84.9286_42.4628",2012,197,25,83,5,7
"Olivet, MI._-84.9286_42.4628",2013,197,15,124,0,7
"Olivet, MI._-84.9286_42.4628",2014,202,24,92,9,8.5
"Olivet, MI._-84.9286_42.4628",2015,204,17,77,4,7.5
"Olivet, MI._-84.9286_42.4628",2016,208,15,104,0,7
"Olivet, MI._-84.9286_42.4628",2017,206,18,85,6,7.5
"Olivet, MI._-84.9286_42.4628",2018,206,21,138,10,7
"ONeill Regional Park, CA._-117.58_33.72",1998,158,1,1,0,3
"ONeill Regional Park, CA._-117.58_33.72",1999,170,19,130,0,5
"ONeill Regional Park, CA._-117.58_33.72",2000,177,21,430,1,5.5
"ONeill Regional Park, CA._-117.58_33.72",2001,175,21,375,0,16.5
"ONeill Regional Park, CA._-117.58_33.72",2002,166,16,43,0,16
"ONeill Regional Park, CA._-117.58_33.72",2003,179,18,505,0,4.5
"ONeill Regional Park, CA._-117.58_33.72",2004,178,15,84,0,10.5
"ONeill Regional Park, CA._-117.58_33.72",2005,190,23,273,2,3
"ONeill Regional Park, CA._-117.58_33.72",2006,175,11,21,0,5
"Opal, AB, Canada._-113.23_53.99",1993,177,16,96,0,6
"Opal, AB, Canada._-113.23_53.99",1994,162,17,70,0,6
"Opal, AB, Canada._-113.23_53.99",1995,194,14,53,0,4
"Opal, AB, Canada._-113.23_53.99",1996,181,20,158,0,8
"Opal, AB, Canada._-113.23_53.99",1997,184,17,91,0,5
"Opal, AB, Canada._-113.23_53.99",1998,186,25,360,0,7.75
"Opal, AB, Canada._-113.23_53.99",1999,185,33,200,0,8
"Opal, AB, Canada._-113.23_53.99",2000,195,25,167,0,6.5
"Opal, AB, Canada._-113.23_53.99",2001,175,22,103,0,5.75
"Opal, AB, Canada._-113.23_53.99",2002,188,12,43,0,4
Ophir Canyon_-117.245_38.9383,2007,166,20,62,1,8
Ophir Canyon_-117.245_38.9383,2008,182,30,209,0,6
Ophir Canyon_-117.245_38.9383,2009,200,17,111,0,7
Ophir Canyon_-117.245_38.9383,2010,179,26,235,0,7.5
Orange Co._-79.1295_35.9722,2017,236,55,2437,6,34.5
Orange Co._-79.1295_35.9722,2018,228,48,1339,39,25
"Orange County, CA._-117.82_33.7",1987,192,30,773,5,24
"Orange County, CA._-117.82_33.7",1988,198,36,1689,1,31
"Orange County, CA._-117.82_33.7",1989,203,33,1176,3,27
"Orange County, CA._-117.82_33.7",1990,195,35,1107,1,28
"Orange County, CA._-117.82_33.7",1991,201,22,250,0,24
"Orange County, CA._-117.82_33.7",1992,200,27,927,0,48
"Orange, TX._-93.9_30.07",2002,160,27,121,1,9
"Orange, TX._-93.9_30.07",2003,155,19,155,1,9
"Orange, TX._-93.9_30.07",2004,165,16,55,0,6
"Orange, TX._-93.9_30.07",2005,195,18,78,0,7
"Organ Mountains, NM._-106.65_32.3666",1992,193,39,276,0,14
"Organ Mountains, NM._-106.65_32.3666",1993,198,22,214,1,10
"Organ Mountains, NM._-106.65_32.3666",1994,225,35,286,0,14.5
"Organ Mountains, NM._-106.65_32.3666",1995,217,41,673,3,15
"Organ Mountains, NM._-106.65_32.3666",1996,223,39,571,2,12.25
"Organ Mountains, NM._-106.65_32.3666",1997,221,38,633,0,13.5
"Organ Mountains, NM._-106.65_32.3666",1998,220,42,508,1,15.5
"Organ Mountains, NM._-106.65_32.3666",1999,220,54,2485,0,20
"Organ Mountains, NM._-106.65_32.3666",2000,225,48,1778,0,18
"Organ Mountains, NM._-106.65_32.3666",2001,216,36,738,5,23.5
"Organ Mountains, NM._-106.65_32.3666",2002,208,39,476,0,19
"Organ Mountains, NM._-106.65_32.3666",2003,214,37,511,0,17
"Organ Mountains, NM._-106.65_32.3666",2004,213,53,787,20,21
"Organ Mountains, NM._-106.65_32.3666",2005,218,39,507,0,27
"Organ Mountains, NM._-106.65_32.3666",2007,223,51,1286,1,16
"Organ Mountains, NM._-106.65_32.3666",2008,222,43,766,5,23
"Organ Mountains, NM._-106.65_32.3666",2009,213,45,953,0,17.5
"Organ Mountains, NM._-106.65_32.3666",2010,219,48,6258,1,23
"Orillia, ON, Canada._-79.38_44.63",1992,186,10,94,10,3.75
"Orillia, ON, Canada._-79.38_44.63",1994,182,15,503,12,3.25
"Orillia, ON, Canada._-79.38_44.63",1996,196,14,220,1,5
"Orillia, ON, Canada._-79.38_44.63",1997,193,24,963,48,9
"Orillia, ON, Canada._-79.38_44.63",1998,185,18,94,0,6
"Orillia, ON, Canada._-79.38_44.63",1999,185,40,1123,23,20
"Orillia, ON, Canada._-79.38_44.63",2000,183,34,1999,35,24
"Orillia, ON, Canada._-79.38_44.63",2001,182,30,1350,20,15.5
"Orillia, ON, Canada._-79.38_44.63",2002,181,30,2421,5,22.5
"Orillia, ON, Canada._-79.38_44.63",2003,179,33,2843,9,20
"Orillia, ON, Canada._-79.38_44.63",2004,185,30,1377,5,23
"Orillia, ON, Canada._-79.38_44.63",2005,183,37,1296,17,18.5
"Orillia, ON, Canada._-79.38_44.63",2006,184,44,1764,88,25
"Orillia, ON, Canada._-79.38_44.63",2007,183,54,4600,300,42.5
"Osceola National Forest, FL._-82.48_30.28",2004,207,21,118,0,4
"Osceola National Forest, FL._-82.48_30.28",2006,162,23,151,0,5
Oshawa_-78.9258_44.0181,2017,183,45,1603,92,45
Oshawa_-78.9258_44.0181,2018,181,47,1746,65,41
"Oshawa, ON, Canada._-78.9258_44.0181",1993,192,39,3140,63,32
"Oshawa, ON, Canada._-78.9258_44.0181",1994,177,40,6152,123,39
"Oshawa, ON, Canada._-78.9258_44.0181",1995,176,44,4725,13,45
"Oshawa, ON, Canada._-78.9258_44.0181",1996,189,43,5587,10,54
"Oshawa, ON, Canada._-78.9258_44.0181",1997,173,41,4892,34,51
"Oshawa, ON, Canada._-78.9258_44.0181",1998,186,49,3624,33,51
"Oshawa, ON, Canada._-78.9258_44.0181",1999,178,51,4382,32,34.5
"Oshawa, ON, Canada._-78.9258_44.0181",2000,177,50,5708,76,51
"Oshawa, ON, Canada._-78.9258_44.0181",2001,175,48,7095,43,55
"Oshawa, ON, Canada._-78.9258_44.0181",2002,180,41,3476,8,39
"Oshawa, ON, Canada._-78.9258_44.0181",2003,180,43,6476,13,48.2
"Oshawa, ON, Canada._-78.9258_44.0181",2004,179,45,4421,6,56.5
"Oshawa, ON, Canada._-78.9258_44.0181",2005,177,45,12382,19,44
"Oshawa, ON, Canada._-78.9258_44.0181",2006,176,48,6751,230,56
"Oshawa, ON, Canada._-78.9258_44.0181",2007,175,46,7386,411,44
"Oshawa, ON, Canada._-78.9258_44.0181",2008,181,45,8250,151,51
"Oshawa, ON, Canada._-78.9258_44.0181",2009,179,27,3020,5,24.5
"Oshawa, ON, Canada._-78.9258_44.0181",2010,178,55,5067,87,59.5
"Oshawa, ON, Canada._-78.9258_44.0181",2011,177,46,8192,100,51
"Oshawa, ON, Canada._-78.9258_44.0181",2012,182,52,5674,341,60.5
"Oshawa, ON, Canada._-78.9258_44.0181",2013,174,46,4018,5,51
"Oshawa, ON, Canada._-78.9258_44.0181",2015,193,51,3357,11,49
"Osoyoos, BC, Canada._-119.5_49.08",2003,179,54,708,0,15
Ottawa Co. - Grand River_-85.9317_43.0243,2002,197,36,288,7,7.5
Ottawa Co. - Grand River_-85.9317_43.0243,2003,196,34,267,8,6
Ottawa Co. - Grand River_-85.9317_43.0243,2004,197,34,433,8,7.5
Ottawa Co. - Grand River_-85.9317_43.0243,2005,195,31,801,9,7
Ottawa Co. - Grand River_-85.9317_43.0243,2006,194,29,286,33,10
Ottawa Co. - Grand River_-85.9317_43.0243,2007,198,24,261,16,14.5
Ottawa Co. - Grand River_-85.9317_43.0243,2008,200,29,318,20,10
Ottawa Co. - Grand River_-85.9317_43.0243,2009,197,32,382,9,9
Ottawa Co. - Grand River_-85.9317_43.0243,2010,197,26,465,15,8
Ottawa Co. - Grand River_-85.9317_43.0243,2011,188,25,101,1,10
Ottawa Co. - Grand River_-85.9317_43.0243,2012,188,25,197,3,5
Ottawa Co. - Grand River_-85.9317_43.0243,2015,192,25,160,3,8
Ottawa Co. - Lakeshore_-85.9333_43.8333,2002,192,25,200,6,7.5
Ottawa Co. - Lakeshore_-85.9333_43.8333,2003,190,22,261,5,8
Ottawa Co. - Lakeshore_-85.9333_43.8333,2004,189,18,58,1,5.5
Ottawa Co. - Lakeshore_-85.9333_43.8333,2005,187,20,309,7,8
Ottawa Co. - Lakeshore_-85.9333_43.8333,2006,187,26,162,13,10
Ottawa Co. - Lakeshore_-85.9333_43.8333,2007,206,23,178,22,13.5
Ottawa Co. - Lakeshore_-85.9333_43.8333,2008,192,32,218,9,11
Ottawa Co. - Lakeshore_-85.9333_43.8333,2009,190,28,167,8,11
"Outagamie County, WI._-88.42_44.47",1990,201,43,1483,59,12.8
"Outagamie County, WI._-88.42_44.47",1991,196,52,1653,161,12.6
"Outer Cape Cod, MA._-70.05_41.98",1997,193,34,1106,32,14
"Outer Cape Cod, MA._-70.05_41.98",1998,193,31,954,17,8.5
"Outer Cape Cod, MA._-70.05_41.98",2001,188,33,1621,5,21.5
"Ovando, MT._-113.23_47.02",2004,194,31,118,0,4
"Owego, NY._-76.2333_42.1",1999,198,28,337,6,8.25
"Owego, NY._-76.2333_42.1",2000,204,33,623,5,10.5
"Owego, NY._-76.2333_42.1",2001,201,37,707,15,9.75
"Owego, NY._-76.2333_42.1",2002,200,27,315,2,6
"Owego, NY._-76.2333_42.1",2004,206,34,325,2,8.5
"Owego, NY._-76.2333_42.1",2005,210,35,576,3,9
"Owego, NY._-76.2333_42.1",2006,210,30,387,33,8.5
"Owego, NY._-76.2333_42.1",2007,208,30,218,10,7
"Owego, NY._-76.2333_42.1",2008,207,34,488,15,10.5
"Owego, NY._-76.2333_42.1",2009,208,23,195,0,8
"Owl's Hill (Nashville), TN._-86.87_36.02",1998,192,29,379,5,9
"Owl's Hill (Nashville), TN._-86.87_36.02",1999,191,29,282,1,8.5
"Owl's Hill (Nashville), TN._-86.87_36.02",2000,190,42,981,1,23
"Owl's Hill (Nashville), TN._-86.87_36.02",2001,188,38,754,0,12
"Owl's Hill (Nashville), TN._-86.87_36.02",2002,194,35,505,1,12.25
"Owl's Hill (Nashville), TN._-86.87_36.02",2003,193,41,399,5,11.25
"Owl's Hill (Nashville), TN._-86.87_36.02",2004,192,36,906,1,14.75
"Owl's Hill (Nashville), TN._-86.87_36.02",2005,190,35,571,4,14
"Owl's Hill (Nashville), TN._-86.87_36.02",2006,189,39,604,3,11
"Owl's Hill (Nashville), TN._-86.87_36.02",2007,141,19,123,1,5
"Owl's Hill (Nashville), TN._-86.87_36.02",2007,188,45,738,3,13.5
"Owl's Hill (Nashville), TN._-86.87_36.02",2007,260,31,304,7,4.5
"Oxbow, SK, Canada._-102.17_49.23",2001,200,26,297,4,5
Palestine Neil Pit Wildlife Habitat_-87.621_39.0216,2013,211,18,230,15,6
Palestine Neil Pit Wildlife Habitat_-87.621_39.0216,2015,175,28,123,17,7
Palm Beach Co. Central_-80.1741_26.6509,1995,185,33,557,6,22
Palm Beach Co. Central_-80.1741_26.6509,1996,181,43,918,21,37
Palm Beach Co. Central_-80.1741_26.6509,1997,186,27,371,12,26.5
Palm Beach Co. Central_-80.1741_26.6509,1998,178,32,519,19,19
Palm Beach Co. Central_-80.1741_26.6509,1999,177,34,400,15,22
Palm Beach Co. Central_-80.1741_26.6509,2000,176,32,333,10,21
Palm Beach Co. Central_-80.1741_26.6509,2001,181,34,416,20,22.5
Palm Beach Co. Central_-80.1741_26.6509,2002,180,31,265,19,13.25
Palm Beach Co. Central_-80.1741_26.6509,2003,179,39,376,35,12.5
Palm Beach Co. Central_-80.1741_26.6509,2004,178,26,217,14,15.5
Palm Beach Co. Central_-80.1741_26.6509,2005,176,32,280,10,9
Palm Beach Co. Central_-80.1741_26.6509,2006,175,29,176,3,11.5
Palm Beach Co. Central_-80.1741_26.6509,2007,174,31,313,14,12
Palm Beach Co. Central_-80.1741_26.6509,2008,166,35,299,7,9
Palm Beach Co. Central_-80.1741_26.6509,2009,171,31,423,22,11.5
Palm Beach Co. Central_-80.1741_26.6509,2010,177,26,203,2,10.5
Palm Beach Co. Central_-80.1741_26.6509,2011,176,24,363,4,8
Palm Beach Co. Central_-80.1741_26.6509,2012,175,31,395,7,11
Palm Beach Co. Central_-80.1741_26.6509,2013,173,29,346,15,11.5
Palm Beach Co. Central_-80.1741_26.6509,2014,172,35,533,7,16.5
Palm Beach Co. Central_-80.1741_26.6509,2015,171,27,533,9,13
Palm Beach Co. Central_-80.1741_26.6509,2016,177,31,546,37,15.5
Palm Beach Co. Central_-80.1741_26.6509,2017,175,28,631,30,10.5
Palm Beach Co. Central_-80.1741_26.6509,2018,174,29,496,15,8.5
Palm Beach Co. North_-80.1311_26.883,1995,185,35,919,1,22.5
Palm Beach Co. North_-80.1311_26.883,1996,182,33,387,6,25.5
Palm Beach Co. North_-80.1311_26.883,1997,186,26,220,2,13
Palm Beach Co. North_-80.1311_26.883,1998,179,38,644,6,25
Palm Beach Co. North_-80.1311_26.883,1999,178,40,412,7,20.5
Palm Beach Co. North_-80.1311_26.883,2000,177,29,347,4,19
Palm Beach Co. North_-80.1311_26.883,2001,182,29,248,9,18
Palm Beach Co. North_-80.1311_26.883,2002,181,41,379,6,16
Palm Beach Co. North_-80.1311_26.883,2003,180,40,362,11,13.5
Palm Beach Co. North_-80.1311_26.883,2004,179,36,318,7,11.5
Palm Beach Co. North_-80.1311_26.883,2005,177,36,400,13,13.75
Palm Beach Co. North_-80.1311_26.883,2006,182,42,528,7,14.5
Palm Beach Co. North_-80.1311_26.883,2007,181,43,438,5,14.5
Palm Beach Co. North_-80.1311_26.883,2008,173,36,474,1,17
Palm Beach Co. North_-80.1311_26.883,2009,178,38,472,3,18
Palm Beach Co. North_-80.1311_26.883,2010,178,45,472,5,23.5
Palm Beach Co. North_-80.1311_26.883,2011,177,32,1399,6,18
Palm Beach Co. North_-80.1311_26.883,2012,176,27,638,5,15.5
Palm Beach Co. North_-80.1311_26.883,2013,174,39,682,3,18
Palm Beach Co. North_-80.1311_26.883,2014,173,40,1019,7,25
Palm Beach Co. North_-80.1311_26.883,2015,172,34,580,0,27
Palm Beach Co. North_-80.1311_26.883,2016,178,41,707,5,22
Palm Beach Co. North_-80.1311_26.883,2017,176,34,570,3,18
Palm Beach Co. North_-80.1311_26.883,2018,175,35,1380,1,19
Palm Beach Co. South_-80.1466_26.4391,1996,182,27,537,17,22
Palm Beach Co. South_-80.1466_26.4391,1997,186,35,382,5,17
Palm Beach Co. South_-80.1466_26.4391,1998,179,36,1108,20,26
Palm Beach Co. South_-80.1466_26.4391,1999,178,34,1079,37,19
Palm Beach Co. South_-80.1466_26.4391,2000,177,38,876,17,14
Palm Beach Co. South_-80.1466_26.4391,2001,182,45,2266,7,14
Palm Beach Co. South_-80.1466_26.4391,2002,188,35,981,3,15.5
Palm Beach Co. South_-80.1466_26.4391,2003,187,42,1869,32,31.5
Palm Beach Co. South_-80.1466_26.4391,2004,193,41,1784,9,17.5
Palm Beach Co. South_-80.1466_26.4391,2005,183,36,733,11,10
