"strat_name","r_year","sc_trend_cbc"
"US-GA-27",2017,1.71513699200658
"US-GA-27",2018,1.83903682279527
"US-GA-27",2019,2.03759655394327
"US-GA-28",1970,-1.37526640969054
"US-GA-28",1971,-1.38554721509443
"US-GA-28",1972,-1.29572276755538
"US-GA-28",1973,-1.27134996523682
"US-GA-28",1974,-1.24641080903
"US-GA-28",1975,-1.14613902100885
"US-GA-28",1976,-1.11315997540821
"US-GA-28",1977,-1.07266020232628
"US-GA-28",1978,-1.05330191626388
"US-GA-28",1979,-1.05201900579857
"US-GA-28",1980,-0.943295136590021
"US-GA-28",1981,-0.941259777284161
"US-GA-28",1982,-0.906614498441062
"US-GA-28",1983,-0.852321043531933
"US-GA-28",1984,-0.731957292308305
"US-GA-28",1985,-0.593830448123962
"US-GA-28",1986,-0.721579831120828
"US-GA-28",1987,-0.580330930528243
"US-GA-28",1988,-0.465311902914609
"US-GA-28",1989,-0.532809284101503
"US-GA-28",1990,-0.505718711460799
"US-GA-28",1991,-0.39008216739077
"US-GA-28",1992,-0.322575880097605
"US-GA-28",1993,-0.291427677769064
"US-GA-28",1994,-0.165603226989936
"US-GA-28",1995,-0.213681556676632
"US-GA-28",1996,-0.0636423400615665
"US-GA-28",1997,-0.0126754655848431
"US-GA-28",1998,0.144242426715155
"US-GA-28",1999,0.0636462033140865
"US-GA-28",2000,0.213009420414464
"US-GA-28",2001,0.204133351676879
"US-GA-28",2002,0.463596546626316
"US-GA-28",2003,0.589590119777037
"US-GA-28",2004,0.547595157676642
"US-GA-28",2005,0.740875737095372
"US-GA-28",2006,0.779494069418548
"US-GA-28",2007,0.758689687710345
"US-GA-28",2008,0.679837159421811
"US-GA-28",2009,0.96998206850093
"US-GA-28",2010,0.913722315043393
"US-GA-28",2011,1.06479789591643
"US-GA-28",2012,1.11041367043936
"US-GA-28",2013,1.4532119512263
"US-GA-28",2014,1.73820231826085
"US-GA-28",2015,1.57210717326051
"US-GA-28",2016,1.83080883875266
"US-GA-28",2017,1.65557496407666
"US-GA-28",2018,1.62569065440846
"US-GA-28",2019,2.1270727286566
"US-GA-29",1970,-1.63607836281711
